exercice,exercice_debut,rapport,rss,etablissement_id,etablissement_nom,page,souspage,ligne,colonne,plc,valeur_saisie,chiffre,code_cellule,source_feuille
2011-2012,2011,AS481,03,11042777,CENTRE DE READAPTATION EN DEPENDANCE DE QUEBEC,02,,1,4,P02L01C04,3.0,3.0,P02L01C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,9,6,P02L09C06,24.0,24.0,P02L09C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,9,3,P02L09C03,3.0,3.0,P02L09C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,11043072,CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL,02,,9,4,P02L09C04,7.0,7.0,P02L09C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,9,4,P02L09C04,15.0,15.0,P02L09C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,9,4,P02L09C04,14.0,14.0,P02L09C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,9,4,P02L09C04,2.0,2.0,P02L09C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,9,4,P02L09C04,10.0,10.0,P02L09C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,9,5,P02L09C05,1.0,1.0,P02L09C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,9,5,P02L09C05,1.0,1.0,P02L09C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,9,5,P02L09C05,1.0,1.0,P02L09C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,9,5,P02L09C05,0.0,0.0,P02L09C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,13,3,P02L13C03,0.0,0.0,P02L13C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,9,6,P02L09C06,19.0,19.0,P02L09C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,9,3,P02L09C03,3.0,3.0,P02L09C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,9,6,P02L09C06,3.0,3.0,P02L09C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,9,6,P02L09C06,14.0,14.0,P02L09C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,11043072,CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL,02,,10,6,P02L10C06,12.0,12.0,P02L10C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,10,6,P02L10C06,22.0,22.0,P02L10C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,10,6,P02L10C06,25.0,25.0,P02L10C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,10,6,P02L10C06,4.0,4.0,P02L10C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,10,6,P02L10C06,14.0,14.0,P02L10C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,11,1,P02L11C01,0.0,0.0,P02L11C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,11,1,P02L11C01,0.0,0.0,P02L11C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,11,1,P02L11C01,0.0,0.0,P02L11C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,11,2,P02L11C02,0.0,0.0,P02L11C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,11043072,CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL,02,,9,6,P02L09C06,9.0,9.0,P02L09C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,8,6,P02L08C06,1.0,1.0,P02L08C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,8,3,P02L08C03,1.0,1.0,P02L08C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,8,3,P02L08C03,0.0,0.0,P02L08C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,11043072,CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL,02,,8,4,P02L08C04,3.0,3.0,P02L08C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,8,4,P02L08C04,1.0,1.0,P02L08C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,8,4,P02L08C04,1.0,1.0,P02L08C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,8,4,P02L08C04,0.0,0.0,P02L08C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,8,4,P02L08C04,0.0,0.0,P02L08C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,8,5,P02L08C05,0.0,0.0,P02L08C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,8,5,P02L08C05,0.0,0.0,P02L08C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,8,5,P02L08C05,0.0,0.0,P02L08C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,8,5,P02L08C05,0.0,0.0,P02L08C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,9,3,P02L09C03,0.0,0.0,P02L09C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,8,6,P02L08C06,3.0,3.0,P02L08C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,9,3,P02L09C03,7.0,7.0,P02L09C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,8,6,P02L08C06,1.0,1.0,P02L08C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,8,6,P02L08C06,0.0,0.0,P02L08C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,9,1,P02L09C01,0.0,0.0,P02L09C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,9,1,P02L09C01,0.0,0.0,P02L09C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,9,1,P02L09C01,0.0,0.0,P02L09C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,9,2,P02L09C02,0.0,0.0,P02L09C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,9,2,P02L09C02,2.0,2.0,P02L09C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,9,2,P02L09C02,0.0,0.0,P02L09C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,9,2,P02L09C02,1.0,1.0,P02L09C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,11043072,CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL,02,,9,3,P02L09C03,2.0,2.0,P02L09C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,11,2,P02L11C02,1.0,1.0,P02L11C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,11043072,CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL,02,,8,6,P02L08C06,3.0,3.0,P02L08C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,12,5,P02L12C05,0.0,0.0,P02L12C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,11,2,P02L11C02,2.0,2.0,P02L11C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,12,3,P02L12C03,0.0,0.0,P02L12C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,12,3,P02L12C03,0.0,0.0,P02L12C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,12,3,P02L12C03,0.0,0.0,P02L12C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,12,3,P02L12C03,0.0,0.0,P02L12C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,11043072,CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL,02,,12,4,P02L12C04,3.0,3.0,P02L12C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,12,4,P02L12C04,1.0,1.0,P02L12C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,12,4,P02L12C04,0.0,0.0,P02L12C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,12,4,P02L12C04,0.0,0.0,P02L12C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,12,4,P02L12C04,0.0,0.0,P02L12C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,12,5,P02L12C05,0.0,0.0,P02L12C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,12,2,P02L12C02,0.0,0.0,P02L12C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,12,5,P02L12C05,0.0,0.0,P02L12C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,12,2,P02L12C02,0.0,0.0,P02L12C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,11043072,CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL,02,,12,6,P02L12C06,3.0,3.0,P02L12C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,12,6,P02L12C06,1.0,1.0,P02L12C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,12,6,P02L12C06,0.0,0.0,P02L12C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,12,6,P02L12C06,0.0,0.0,P02L12C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,12,6,P02L12C06,0.0,0.0,P02L12C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,13,1,P02L13C01,0.0,0.0,P02L13C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,13,1,P02L13C01,0.0,0.0,P02L13C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,13,1,P02L13C01,0.0,0.0,P02L13C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,13,2,P02L13C02,0.0,0.0,P02L13C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,13,2,P02L13C02,0.0,0.0,P02L13C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,12,11044658,CENTRE DE READAPT. EN DEPEND. DE CHAUDIERE-APPALACHES,02,,15,5,P02L15C05,117.0,117.0,P02L15C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,12,5,P02L12C05,0.0,0.0,P02L12C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,11,5,P02L11C05,1.0,1.0,P02L11C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,13,3,P02L13C03,0.0,0.0,P02L13C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,11043072,CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL,02,,11,3,P02L11C03,2.0,2.0,P02L11C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,11,3,P02L11C03,5.0,5.0,P02L11C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,11,3,P02L11C03,7.0,7.0,P02L11C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,11,3,P02L11C03,1.0,1.0,P02L11C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,11,3,P02L11C03,3.0,3.0,P02L11C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,11043072,CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL,02,,11,4,P02L11C04,7.0,7.0,P02L11C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,11,4,P02L11C04,15.0,15.0,P02L11C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,11,4,P02L11C04,15.0,15.0,P02L11C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,11,4,P02L11C04,2.0,2.0,P02L11C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,11,4,P02L11C04,10.0,10.0,P02L11C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,11043072,CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL,02,,12,3,P02L12C03,0.0,0.0,P02L12C03,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,11,5,P02L11C05,1.0,1.0,P02L11C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,11,2,P02L11C02,0.0,0.0,P02L11C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,11043072,CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL,02,,11,6,P02L11C06,9.0,9.0,P02L11C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,11,6,P02L11C06,21.0,21.0,P02L11C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,11,6,P02L11C06,25.0,25.0,P02L11C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,11,6,P02L11C06,4.0,4.0,P02L11C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,11,6,P02L11C06,14.0,14.0,P02L11C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,12,1,P02L12C01,0.0,0.0,P02L12C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,12,1,P02L12C01,0.0,0.0,P02L12C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,12,1,P02L12C01,0.0,0.0,P02L12C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,12,1,P02L12C01,0.0,0.0,P02L12C01,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,12,2,P02L12C02,0.0,0.0,P02L12C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,12,2,P02L12C02,0.0,0.0,P02L12C02,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,11,5,P02L11C05,1.0,1.0,P02L11C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,3,5,P02L03C05,9.0,9.0,P02L03C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,3,4,P02L03C04,130.0,130.0,P02L03C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,3,4,P02L03C04,200.0,200.0,P02L03C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,3,4,P02L03C04,205.0,205.0,P02L03C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,3,4,P02L03C04,187.0,187.0,P02L03C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,15103658,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE INC.,02,,3,4,P02L03C04,119.0,119.0,P02L03C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,02,,3,4,P02L03C04,51.0,51.0,P02L03C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,03,11042777,CENTRE DE READAPTATION EN DEPENDANCE DE QUEBEC,02,,3,5,P02L03C05,5.0,5.0,P02L03C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,11043072,CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL,02,,3,5,P02L03C05,37.0,37.0,P02L03C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,02,11043833,CSSS DE JONQUIERE,02,,3,5,P02L03C05,28.0,28.0,P02L03C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,02,11044187,CSSS DOMAINE-DU-ROY,02,,3,5,P02L03C05,16.0,16.0,P02L03C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,04,12540340,DOMREMY MAURICIE/CENTRE-DU-QUEBEC,02,,3,6,P02L03C06,472.0,472.0,P02L03C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,16,12291761,CENTRE DE READAPTATION FOSTER,02,,3,5,P02L03C05,6.0,6.0,P02L03C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,02,11043833,CSSS DE JONQUIERE,02,,3,4,P02L03C04,267.0,267.0,P02L03C04,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,05,12625653,CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE,02,,3,5,P02L03C05,4.0,4.0,P02L03C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,07,14707475,CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS,02,,3,5,P02L03C05,4.0,4.0,P02L03C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,08,16366114,CENTRE NORMAND,02,,3,5,P02L03C05,0.0,0.0,P02L03C05,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,03,11042777,CENTRE DE READAPTATION EN DEPENDANCE DE QUEBEC,02,,3,6,P02L03C06,247.0,247.0,P02L03C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,09,11042819,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,02,,3,6,P02L03C06,115.0,115.0,P02L03C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,06,11043072,CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL,02,,3,6,P02L03C06,1161.0,1161.0,P02L03C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
2011-2012,2011,AS481,11,11043445,CSSS DE LA HAUTE-GASPESIE,02,,3,6,P02L03C06,86.0,86.0,P02L03C06,Archives\AS481\2011-2012\BD-AS-481-2011-12.csv
