exercice,exercice_debut,rapport,sous_formulaire,rss,etablissement_id,etablissement_nom,page,souspage,ligne,colonne,plc,valeur_saisie,chiffre,code_cellule,source_feuille,feuille,col_index,entete,mapping
2010-2011,2010,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,05,,02,01,P05L02C01,1.0,1.0,P05L02C01,P05L02,P05L02,1,Unité de vie,ligne_fixe
2010-2011,2010,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,05,,02,02,P05L02C02,0.0,0.0,P05L02C02,P05L02,P05L02,2,Foyer de groupe,ligne_fixe
2010-2011,2010,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,05,,02,03,P05L02C03,0.0,0.0,P05L02C03,P05L02,P05L02,3,RI,ligne_fixe
2010-2011,2010,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,05,,02,04,P05L02C04,131.0,131.0,P05L02C04,P05L02,P05L02,4,RTF,ligne_fixe
2010-2011,2010,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,05,,02,05,P05L02C05,0.0,0.0,P05L02C05,P05L02,P05L02,5,Autres RNI,ligne_fixe
2010-2011,2010,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,05,,02,06,P05L02C06,132.0,132.0,P05L02C06,P05L02,P05L02,6,Grand total,ligne_fixe
2010-2011,2010,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,05,,02,07,P05L02C07,2.0,2.0,P05L02C07,P05L02,P05L02,7,Hébergés,ligne_fixe
2010-2011,2010,Général,AS480G,14,,LES CENTRES JEUNESSE DE LANAUDIERE,05,,02,08,P05L02C08,6.0,6.0,P05L02C08,P05L02,P05L02,8,Ayant fait l'objet d'une intervention,ligne_fixe
2010-2011,2010,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,05,,02,01,P05L02C01,0.0,0.0,P05L02C01,P05L02,P05L02,1,Unité de vie,ligne_fixe
2010-2011,2010,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,05,,02,02,P05L02C02,0.0,0.0,P05L02C02,P05L02,P05L02,2,Foyer de groupe,ligne_fixe
2010-2011,2010,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,05,,02,03,P05L02C03,0.0,0.0,P05L02C03,P05L02,P05L02,3,RI,ligne_fixe
2010-2011,2010,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,05,,02,04,P05L02C04,4.0,4.0,P05L02C04,P05L02,P05L02,4,RTF,ligne_fixe
2010-2011,2010,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,05,,02,05,P05L02C05,0.0,0.0,P05L02C05,P05L02,P05L02,5,Autres RNI,ligne_fixe
2010-2011,2010,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,05,,02,06,P05L02C06,4.0,4.0,P05L02C06,P05L02,P05L02,6,Grand total,ligne_fixe
2010-2011,2010,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,05,,02,07,P05L02C07,1.0,1.0,P05L02C07,P05L02,P05L02,7,Hébergés,ligne_fixe
2010-2011,2010,Général,AS480G,15,,CENTRE JEUNESSE DES LAURENTIDES,05,,02,08,P05L02C08,4.0,4.0,P05L02C08,P05L02,P05L02,8,Ayant fait l'objet d'une intervention,ligne_fixe
2010-2011,2010,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,05,,02,01,P05L02C01,57.0,57.0,P05L02C01,P05L02,P05L02,1,Unité de vie,ligne_fixe
2010-2011,2010,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,05,,02,02,P05L02C02,0.0,0.0,P05L02C02,P05L02,P05L02,2,Foyer de groupe,ligne_fixe
2010-2011,2010,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,05,,02,03,P05L02C03,0.0,0.0,P05L02C03,P05L02,P05L02,3,RI,ligne_fixe
2010-2011,2010,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,05,,02,04,P05L02C04,2533.0,2533.0,P05L02C04,P05L02,P05L02,4,RTF,ligne_fixe
2010-2011,2010,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,05,,02,05,P05L02C05,0.0,0.0,P05L02C05,P05L02,P05L02,5,Autres RNI,ligne_fixe
2010-2011,2010,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,05,,02,06,P05L02C06,2590.0,2590.0,P05L02C06,P05L02,P05L02,6,Grand total,ligne_fixe
2010-2011,2010,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,05,,02,07,P05L02C07,8.0,8.0,P05L02C07,P05L02,P05L02,7,Hébergés,ligne_fixe
2010-2011,2010,Général,AS480G,16,,CENTRE JEUNESSE DE LA MONTEREGIE,05,,02,08,P05L02C08,25.0,25.0,P05L02C08,P05L02,P05L02,8,Ayant fait l'objet d'une intervention,ligne_fixe
2010-2011,2010,Général,AS480G,17,,CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,05,,02,01,P05L02C01,0.0,0.0,P05L02C01,P05L02,P05L02,1,Unité de vie,ligne_fixe
2010-2011,2010,Général,AS480G,17,,CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,05,,02,02,P05L02C02,0.0,0.0,P05L02C02,P05L02,P05L02,2,Foyer de groupe,ligne_fixe
2010-2011,2010,Général,AS480G,17,,CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,05,,02,03,P05L02C03,0.0,0.0,P05L02C03,P05L02,P05L02,3,RI,ligne_fixe
2010-2011,2010,Général,AS480G,17,,CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,05,,02,04,P05L02C04,0.0,0.0,P05L02C04,P05L02,P05L02,4,RTF,ligne_fixe
2010-2011,2010,Général,AS480G,17,,CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,05,,02,05,P05L02C05,0.0,0.0,P05L02C05,P05L02,P05L02,5,Autres RNI,ligne_fixe
2010-2011,2010,Général,AS480G,17,,CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,05,,02,06,P05L02C06,0.0,0.0,P05L02C06,P05L02,P05L02,6,Grand total,ligne_fixe
2010-2011,2010,Général,AS480G,17,,CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,05,,02,07,P05L02C07,0.0,0.0,P05L02C07,P05L02,P05L02,7,Hébergés,ligne_fixe
2010-2011,2010,Général,AS480G,17,,CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,05,,02,08,P05L02C08,0.0,0.0,P05L02C08,P05L02,P05L02,8,Ayant fait l'objet d'une intervention,ligne_fixe
2010-2011,2010,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,05,,02,01,P05L02C01,0.0,0.0,P05L02C01,P05L02,P05L02,1,Unité de vie,ligne_fixe
2010-2011,2010,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,05,,02,02,P05L02C02,0.0,0.0,P05L02C02,P05L02,P05L02,2,Foyer de groupe,ligne_fixe
2010-2011,2010,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,05,,02,03,P05L02C03,0.0,0.0,P05L02C03,P05L02,P05L02,3,RI,ligne_fixe
2010-2011,2010,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,05,,02,04,P05L02C04,0.0,0.0,P05L02C04,P05L02,P05L02,4,RTF,ligne_fixe
2010-2011,2010,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,05,,02,05,P05L02C05,0.0,0.0,P05L02C05,P05L02,P05L02,5,Autres RNI,ligne_fixe
2010-2011,2010,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,05,,02,06,P05L02C06,0.0,0.0,P05L02C06,P05L02,P05L02,6,Grand total,ligne_fixe
2010-2011,2010,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,05,,02,07,P05L02C07,0.0,0.0,P05L02C07,P05L02,P05L02,7,Hébergés,ligne_fixe
2010-2011,2010,Général,AS480G,18,,CONSEIL CRI DE LA SANTE ET SERV. SOC. DE LA BAIE-JAMES,05,,02,08,P05L02C08,0.0,0.0,P05L02C08,P05L02,P05L02,8,Ayant fait l'objet d'une intervention,ligne_fixe
2010-2011,2010,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,05,,03,01,P05L03C01,172.0,172.0,P05L03C01,P05L03,P05L03,1,Unité de vie,ligne_fixe
2010-2011,2010,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,05,,03,02,P05L03C02,0.0,0.0,P05L03C02,P05L03,P05L03,2,Foyer de groupe,ligne_fixe
2010-2011,2010,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,05,,03,03,P05L03C03,0.0,0.0,P05L03C03,P05L03,P05L03,3,RI,ligne_fixe
2010-2011,2010,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,05,,03,04,P05L03C04,2572.0,2572.0,P05L03C04,P05L03,P05L03,4,RTF,ligne_fixe
2010-2011,2010,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,05,,03,05,P05L03C05,0.0,0.0,P05L03C05,P05L03,P05L03,5,Autres RNI,ligne_fixe
2010-2011,2010,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,05,,03,06,P05L03C06,2744.0,2744.0,P05L03C06,P05L03,P05L03,6,Grand total,ligne_fixe
2010-2011,2010,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,05,,03,07,P05L03C07,8.0,8.0,P05L03C07,P05L03,P05L03,7,Hébergés,ligne_fixe
2010-2011,2010,Général,AS480G,01,,CENTRE JEUNESSE DU BAS-ST-LAURENT,05,,03,08,P05L03C08,28.0,28.0,P05L03C08,P05L03,P05L03,8,Ayant fait l'objet d'une intervention,ligne_fixe
2010-2011,2010,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,05,,03,01,P05L03C01,325.0,325.0,P05L03C01,P05L03,P05L03,1,Unité de vie,ligne_fixe
2010-2011,2010,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,05,,03,02,P05L03C02,0.0,0.0,P05L03C02,P05L03,P05L03,2,Foyer de groupe,ligne_fixe
2010-2011,2010,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,05,,03,03,P05L03C03,0.0,0.0,P05L03C03,P05L03,P05L03,3,RI,ligne_fixe
2010-2011,2010,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,05,,03,04,P05L03C04,359.0,359.0,P05L03C04,P05L03,P05L03,4,RTF,ligne_fixe
2010-2011,2010,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,05,,03,05,P05L03C05,0.0,0.0,P05L03C05,P05L03,P05L03,5,Autres RNI,ligne_fixe
2010-2011,2010,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,05,,03,06,P05L03C06,684.0,684.0,P05L03C06,P05L03,P05L03,6,Grand total,ligne_fixe
2010-2011,2010,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,05,,03,07,P05L03C07,3.0,3.0,P05L03C07,P05L03,P05L03,7,Hébergés,ligne_fixe
2010-2011,2010,Général,AS480G,02,,LE CENTRE JEUNESSE DU SAGUENAY - LAC-SAINT-JEAN,05,,03,08,P05L03C08,32.0,32.0,P05L03C08,P05L03,P05L03,8,Ayant fait l'objet d'une intervention,ligne_fixe
2010-2011,2010,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,05,,03,01,P05L03C01,38656.0,38656.0,P05L03C01,P05L03,P05L03,1,Unité de vie,ligne_fixe
2010-2011,2010,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,05,,03,02,P05L03C02,19924.0,19924.0,P05L03C02,P05L03,P05L03,2,Foyer de groupe,ligne_fixe
2010-2011,2010,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,05,,03,03,P05L03C03,2172.0,2172.0,P05L03C03,P05L03,P05L03,3,RI,ligne_fixe
2010-2011,2010,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,05,,03,04,P05L03C04,177011.0,177011.0,P05L03C04,P05L03,P05L03,4,RTF,ligne_fixe
2010-2011,2010,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,05,,03,05,P05L03C05,0.0,0.0,P05L03C05,P05L03,P05L03,5,Autres RNI,ligne_fixe
2010-2011,2010,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,05,,03,06,P05L03C06,237763.0,237763.0,P05L03C06,P05L03,P05L03,6,Grand total,ligne_fixe
2010-2011,2010,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,05,,03,07,P05L03C07,1287.0,1287.0,P05L03C07,P05L03,P05L03,7,Hébergés,ligne_fixe
2010-2011,2010,Général,AS480G,03,,CENTRE JEUNESSE DE QUEBEC,05,,03,08,P05L03C08,7946.0,7946.0,P05L03C08,P05L03,P05L03,8,Ayant fait l'objet d'une intervention,ligne_fixe
2010-2011,2010,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,05,,03,01,P05L03C01,189.0,189.0,P05L03C01,P05L03,P05L03,1,Unité de vie,ligne_fixe
2010-2011,2010,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,05,,03,02,P05L03C02,0.0,0.0,P05L03C02,P05L03,P05L03,2,Foyer de groupe,ligne_fixe
2010-2011,2010,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,05,,03,03,P05L03C03,0.0,0.0,P05L03C03,P05L03,P05L03,3,RI,ligne_fixe
2010-2011,2010,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,05,,03,04,P05L03C04,2847.0,2847.0,P05L03C04,P05L03,P05L03,4,RTF,ligne_fixe
2010-2011,2010,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,05,,03,05,P05L03C05,0.0,0.0,P05L03C05,P05L03,P05L03,5,Autres RNI,ligne_fixe
2010-2011,2010,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,05,,03,06,P05L03C06,3036.0,3036.0,P05L03C06,P05L03,P05L03,6,Grand total,ligne_fixe
2010-2011,2010,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,05,,03,07,P05L03C07,11.0,11.0,P05L03C07,P05L03,P05L03,7,Hébergés,ligne_fixe
2010-2011,2010,Général,AS480G,04,,LE CENTRE JEUNESSE DE LA MAURICIE ET CENTRE-DU-QUEBEC,05,,03,08,P05L03C08,66.0,66.0,P05L03C08,P05L03,P05L03,8,Ayant fait l'objet d'une intervention,ligne_fixe
2010-2011,2010,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,05,,03,01,P05L03C01,225.0,225.0,P05L03C01,P05L03,P05L03,1,Unité de vie,ligne_fixe
2010-2011,2010,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,05,,03,02,P05L03C02,10.0,10.0,P05L03C02,P05L03,P05L03,2,Foyer de groupe,ligne_fixe
2010-2011,2010,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,05,,03,03,P05L03C03,0.0,0.0,P05L03C03,P05L03,P05L03,3,RI,ligne_fixe
2010-2011,2010,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,05,,03,04,P05L03C04,605.0,605.0,P05L03C04,P05L03,P05L03,4,RTF,ligne_fixe
2010-2011,2010,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,05,,03,05,P05L03C05,0.0,0.0,P05L03C05,P05L03,P05L03,5,Autres RNI,ligne_fixe
2010-2011,2010,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,05,,03,06,P05L03C06,840.0,840.0,P05L03C06,P05L03,P05L03,6,Grand total,ligne_fixe
2010-2011,2010,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,05,,03,07,P05L03C07,6.0,6.0,P05L03C07,P05L03,P05L03,7,Hébergés,ligne_fixe
2010-2011,2010,Général,AS480G,05,,CENTRE JEUNESSE DE L'ESTRIE,05,,03,08,P05L03C08,11.0,11.0,P05L03C08,P05L03,P05L03,8,Ayant fait l'objet d'une intervention,ligne_fixe
2010-2011,2010,Général,AS480G,06,,HAVRE-JEUNESSE,05,,03,01,P05L03C01,0.0,0.0,P05L03C01,P05L03,P05L03,1,Unité de vie,ligne_fixe
2010-2011,2010,Général,AS480G,06,,HAVRE-JEUNESSE,05,,03,02,P05L03C02,0.0,0.0,P05L03C02,P05L03,P05L03,2,Foyer de groupe,ligne_fixe
2010-2011,2010,Général,AS480G,06,,HAVRE-JEUNESSE,05,,03,03,P05L03C03,0.0,0.0,P05L03C03,P05L03,P05L03,3,RI,ligne_fixe
2010-2011,2010,Général,AS480G,06,,HAVRE-JEUNESSE,05,,03,04,P05L03C04,0.0,0.0,P05L03C04,P05L03,P05L03,4,RTF,ligne_fixe
2010-2011,2010,Général,AS480G,06,,HAVRE-JEUNESSE,05,,03,05,P05L03C05,0.0,0.0,P05L03C05,P05L03,P05L03,5,Autres RNI,ligne_fixe
2010-2011,2010,Général,AS480G,06,,HAVRE-JEUNESSE,05,,03,06,P05L03C06,0.0,0.0,P05L03C06,P05L03,P05L03,6,Grand total,ligne_fixe
2010-2011,2010,Général,AS480G,06,,HAVRE-JEUNESSE,05,,03,07,P05L03C07,0.0,0.0,P05L03C07,P05L03,P05L03,7,Hébergés,ligne_fixe
2010-2011,2010,Général,AS480G,06,,HAVRE-JEUNESSE,05,,03,08,P05L03C08,0.0,0.0,P05L03C08,P05L03,P05L03,8,Ayant fait l'objet d'une intervention,ligne_fixe
2010-2011,2010,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,05,,03,01,P05L03C01,80.0,80.0,P05L03C01,P05L03,P05L03,1,Unité de vie,ligne_fixe
2010-2011,2010,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,05,,03,02,P05L03C02,0.0,0.0,P05L03C02,P05L03,P05L03,2,Foyer de groupe,ligne_fixe
2010-2011,2010,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,05,,03,03,P05L03C03,0.0,0.0,P05L03C03,P05L03,P05L03,3,RI,ligne_fixe
2010-2011,2010,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,05,,03,04,P05L03C04,804.0,804.0,P05L03C04,P05L03,P05L03,4,RTF,ligne_fixe
2010-2011,2010,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,05,,03,05,P05L03C05,0.0,0.0,P05L03C05,P05L03,P05L03,5,Autres RNI,ligne_fixe
2010-2011,2010,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,05,,03,06,P05L03C06,884.0,884.0,P05L03C06,P05L03,P05L03,6,Grand total,ligne_fixe
2010-2011,2010,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,05,,03,07,P05L03C07,5.0,5.0,P05L03C07,P05L03,P05L03,7,Hébergés,ligne_fixe
2010-2011,2010,Général,AS480G,07,,LES CENTRES JEUNESSE DE L'OUTAOUAIS,05,,03,08,P05L03C08,9.0,9.0,P05L03C08,P05L03,P05L03,8,Ayant fait l'objet d'une intervention,ligne_fixe
2010-2011,2010,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),05,,03,01,P05L03C01,0.0,0.0,P05L03C01,P05L03,P05L03,1,Unité de vie,ligne_fixe
2010-2011,2010,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),05,,03,02,P05L03C02,0.0,0.0,P05L03C02,P05L03,P05L03,2,Foyer de groupe,ligne_fixe
2010-2011,2010,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),05,,03,03,P05L03C03,0.0,0.0,P05L03C03,P05L03,P05L03,3,RI,ligne_fixe
2010-2011,2010,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),05,,03,04,P05L03C04,49.0,49.0,P05L03C04,P05L03,P05L03,4,RTF,ligne_fixe
2010-2011,2010,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),05,,03,05,P05L03C05,0.0,0.0,P05L03C05,P05L03,P05L03,5,Autres RNI,ligne_fixe
2010-2011,2010,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),05,,03,06,P05L03C06,49.0,49.0,P05L03C06,P05L03,P05L03,6,Grand total,ligne_fixe
2010-2011,2010,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),05,,03,07,P05L03C07,1.0,1.0,P05L03C07,P05L03,P05L03,7,Hébergés,ligne_fixe
2010-2011,2010,Général,AS480G,08,,CENTRE JEUNESSE DE L'ABITIBI-TEMISCAMINGUE (C.J.A.T.),05,,03,08,P05L03C08,3.0,3.0,P05L03C08,P05L03,P05L03,8,Ayant fait l'objet d'une intervention,ligne_fixe
2010-2011,2010,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,05,,03,01,P05L03C01,395.0,395.0,P05L03C01,P05L03,P05L03,1,Unité de vie,ligne_fixe
2010-2011,2010,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,05,,03,02,P05L03C02,0.0,0.0,P05L03C02,P05L03,P05L03,2,Foyer de groupe,ligne_fixe
2010-2011,2010,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,05,,03,03,P05L03C03,187.0,187.0,P05L03C03,P05L03,P05L03,3,RI,ligne_fixe
2010-2011,2010,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,05,,03,04,P05L03C04,142.0,142.0,P05L03C04,P05L03,P05L03,4,RTF,ligne_fixe
2010-2011,2010,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,05,,03,05,P05L03C05,0.0,0.0,P05L03C05,P05L03,P05L03,5,Autres RNI,ligne_fixe
2010-2011,2010,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,05,,03,06,P05L03C06,724.0,724.0,P05L03C06,P05L03,P05L03,6,Grand total,ligne_fixe
2010-2011,2010,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,05,,03,07,P05L03C07,4.0,4.0,P05L03C07,P05L03,P05L03,7,Hébergés,ligne_fixe
2010-2011,2010,Général,AS480G,09,,CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD,05,,03,08,P05L03C08,53.0,53.0,P05L03C08,P05L03,P05L03,8,Ayant fait l'objet d'une intervention,ligne_fixe
2010-2011,2010,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,05,,03,01,P05L03C01,0.0,0.0,P05L03C01,P05L03,P05L03,1,Unité de vie,ligne_fixe
2010-2011,2010,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,05,,03,02,P05L03C02,0.0,0.0,P05L03C02,P05L03,P05L03,2,Foyer de groupe,ligne_fixe
2010-2011,2010,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,05,,03,03,P05L03C03,0.0,0.0,P05L03C03,P05L03,P05L03,3,RI,ligne_fixe
2010-2011,2010,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,05,,03,04,P05L03C04,3581.0,3581.0,P05L03C04,P05L03,P05L03,4,RTF,ligne_fixe
2010-2011,2010,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,05,,03,05,P05L03C05,0.0,0.0,P05L03C05,P05L03,P05L03,5,Autres RNI,ligne_fixe
2010-2011,2010,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,05,,03,06,P05L03C06,3581.0,3581.0,P05L03C06,P05L03,P05L03,6,Grand total,ligne_fixe
2010-2011,2010,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,05,,03,07,P05L03C07,12.0,12.0,P05L03C07,P05L03,P05L03,7,Hébergés,ligne_fixe
2010-2011,2010,Général,AS480G,11,,CENTRE JEUNESSE GASPESIE/LES ILES,05,,03,08,P05L03C08,23.0,23.0,P05L03C08,P05L03,P05L03,8,Ayant fait l'objet d'une intervention,ligne_fixe
2010-2011,2010,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,05,,03,01,P05L03C01,1121.0,1121.0,P05L03C01,P05L03,P05L03,1,Unité de vie,ligne_fixe
2010-2011,2010,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,05,,03,02,P05L03C02,523.0,523.0,P05L03C02,P05L03,P05L03,2,Foyer de groupe,ligne_fixe
2010-2011,2010,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,05,,03,03,P05L03C03,0.0,0.0,P05L03C03,P05L03,P05L03,3,RI,ligne_fixe
2010-2011,2010,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,05,,03,04,P05L03C04,7776.0,7776.0,P05L03C04,P05L03,P05L03,4,RTF,ligne_fixe
2010-2011,2010,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,05,,03,05,P05L03C05,100.0,100.0,P05L03C05,P05L03,P05L03,5,Autres RNI,ligne_fixe
2010-2011,2010,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,05,,03,06,P05L03C06,9520.0,9520.0,P05L03C06,P05L03,P05L03,6,Grand total,ligne_fixe
2010-2011,2010,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,05,,03,07,P05L03C07,44.0,44.0,P05L03C07,P05L03,P05L03,7,Hébergés,ligne_fixe
2010-2011,2010,Général,AS480G,12,,CENTRE JEUNESSE CHAUDIERE-APPALACHES,05,,03,08,P05L03C08,146.0,146.0,P05L03C08,P05L03,P05L03,8,Ayant fait l'objet d'une intervention,ligne_fixe
2010-2011,2010,Général,AS480G,13,,CENTRE JEUNESSE DE LAVAL,05,,03,01,P05L03C01,66.0,66.0,P05L03C01,P05L03,P05L03,1,Unité de vie,ligne_fixe
2010-2011,2010,Général,AS480G,13,,CENTRE JEUNESSE DE LAVAL,05,,03,02,P05L03C02,0.0,0.0,P05L03C02,P05L03,P05L03,2,Foyer de groupe,ligne_fixe
2010-2011,2010,Général,AS480G,13,,CENTRE JEUNESSE DE LAVAL,05,,03,03,P05L03C03,0.0,0.0,P05L03C03,P05L03,P05L03,3,RI,ligne_fixe
