jeu,exercice,centre_activites_code,centre_activites,programme,montant
depenses_par_activites,2016-2017,5402,Assistance et support aux jeunes et à la famille - LPJ - LSSSS,Jeunes en difficulté,203052589.0
depenses_par_activites,2016-2017,5401,Assistance et support aux jeunes et à la famille - LSJPA,Jeunes en difficulté,17214302.0
depenses_par_activites,2016-2017,5541,Autres ressources - Jeunes en difficulté,Jeunes en difficulté,10832689.0
depenses_par_activites,2016-2017,5601,Centre de jour pour jeunes (LPJ - LSJPA - LSSSS),Jeunes en difficulté,1603769.0
depenses_par_activites,2016-2017,5850,Contentieux (LPJ - LSJPA - LSSSS),Jeunes en difficulté,22433050.0
depenses_par_activites,2016-2017,,Crédits des organismes communautaires,Jeunes en difficulté,82458687.0
depenses_par_activites,2016-2017,5202,Demande d'intervention auprès des jeunes contrevenants (LSJPA),Jeunes en difficulté,9142492.0
depenses_par_activites,2016-2017,6430,Encadrement des ressources,Jeunes en difficulté,20119240.36
depenses_par_activites,2016-2017,6370,Enseignement scolaire,Jeunes en difficulté,1339139.0
depenses_par_activites,2016-2017,5810,Expertise à la Cour supérieure (LSSSS),Jeunes en difficulté,2781551.0
depenses_par_activites,2016-2017,5521,Familles d'accueil - Jeunes en difficulté,Jeunes en difficulté,251324792.0
depenses_par_activites,2016-2017,6989,Foyer de groupe - Jeunes en difficulté (LPJ - LSJPA - LSSSS),Jeunes en difficulté,46438239.0
depenses_par_activites,2016-2017,7152,Gestion et soutien aux autres programmes,Jeunes en difficulté,22914252.28
depenses_par_activites,2016-2017,7158,Gestion et soutien aux programmes (hors territoire),Jeunes en difficulté,5419847.92
depenses_par_activites,2016-2017,5203,Mécanismes d'accès (LPJ - LSJPA - LSSSS),Jeunes en difficulté,7998352.0
depenses_par_activites,2016-2017,5820,Médiation familiale (LSSSS),Jeunes en difficulté,197818.0
depenses_par_activites,2016-2017,5580,Postulants familles d'accueil de proximité - Jeunes en difficulté,Jeunes en difficulté,8055823.0
depenses_par_activites,2016-2017,5603,Programme de qualification des jeunes (PQJ) (LPJ - LSJPA - LSSSS),Jeunes en difficulté,7172381.0
depenses_par_activites,2016-2017,5830,Recherche d'antécédents et retrouvailles (LSSSS),Jeunes en difficulté,1735268.0
depenses_par_activites,2016-2017,5511,Ressources intermédiaires - Jeunes en difficulté,Jeunes en difficulté,22900042.0
depenses_par_activites,2016-2017,5700,Révision des mesures (LPJ),Jeunes en difficulté,9318833.0
depenses_par_activites,2016-2017,5860,Santé des jeunes (LPJ - LSJPA - LSSSS),Jeunes en difficulté,6282483.0
depenses_par_activites,2016-2017,5602,Services d'apprentissage aux habitudes de travail (LPJ - LSJPA - LSSSS),Jeunes en difficulté,2211572.0
depenses_par_activites,2016-2017,5910,Services psychosociaux pour les jeunes en difficulté et leur famille,Jeunes en difficulté,138744514.0
depenses_par_activites,2016-2017,7690,Transport externe des usagers,Jeunes en difficulté,9970282.17
depenses_par_activites,2016-2017,5590,Tutelle à un enfant,Jeunes en difficulté,26354565.0
depenses_par_activites,2016-2017,5505,Unités de vie ouverts pour jeunes mères en difficulté d'adaptation (LPJ - LSSSS),Jeunes en difficulté,808251.0
depenses_par_activites,2016-2017,5502,Unités de vie pour jeunes - Garde fermée (LPJ - LSJPA),Jeunes en difficulté,42172075.0
depenses_par_activites,2016-2017,5501,Unités de vie pour jeunes - Garde ouverte (LPJ - LSJPA),Jeunes en difficulté,175261820.0
depenses_par_activites,2016-2017,5201,Évaluation / Orientation (L.P.J.),Jeunes en difficulté,66633627.0
depenses_par_activites,2016-2017,7982,Activités spéciales - Santé physique,Santé physique,24030294.0
depenses_par_activites,2016-2017,7981,Activités spéciales - Services généraux,Santé physique,808401.0
depenses_par_activites,2016-2017,6531,Aide à domicile régulière,Santé physique,10548199.36
depenses_par_activites,2016-2017,6604,Anatomopathologie,Santé physique,75329106.0
depenses_par_activites,2016-2017,6836,Angioradiologie (excluant cardiaque),Santé physique,47939460.0
depenses_par_activites,2016-2017,6890,Animation-Loisirs,Santé physique,871673.36
depenses_par_activites,2016-2017,6861,Audiologie,Santé physique,9916081.0
depenses_par_activites,2016-2017,6863,Audiologie et orthophonie - Autres en CLSC,Santé physique,394075.0
depenses_par_activites,2016-2017,6864,Audiologie et orthophonie à domicile,Santé physique,82743.0
depenses_par_activites,2016-2017,5542,Autres ressources - Santé physique,Santé physique,5266865.0
depenses_par_activites,2016-2017,6601,Banque de sang,Santé physique,31470374.0
depenses_par_activites,2016-2017,6260,Bloc opératoire,Santé physique,837891576.0
depenses_par_activites,2016-2017,6606,Centre de prélèvements,Santé physique,19303634.06
depenses_par_activites,2016-2017,6360,Centre de soins à la mère et au nouveau-né,Santé physique,235098724.0
depenses_par_activites,2016-2017,6650,Chambre hyperbare,Santé physique,1086340.0
depenses_par_activites,2016-2017,6052,Chirurgie,Santé physique,157334894.46
depenses_par_activites,2016-2017,6070,Chirurgie d'un jour,Santé physique,54673715.0
depenses_par_activites,2016-2017,6309,Consultation et suivi de la procréation assistée,Santé physique,3505637.0
depenses_par_activites,2016-2017,6302,Consultations externes spécialisées,Santé physique,189417530.0
depenses_par_activites,2016-2017,,Crédits des organismes communautaires,Santé physique,19863953.0
depenses_par_activites,2016-2017,6605,Cytologie,Santé physique,18988001.0
depenses_par_activites,2016-2017,6795,Dialyse péritonéale,Santé physique,21694309.0
depenses_par_activites,2016-2017,6608,Dépistage néonatal,Santé physique,489085.0
depenses_par_activites,2016-2017,6602,Dépistage prénatal de la trisomie 21,Santé physique,2459034.0
depenses_par_activites,2016-2017,7395,Déplacement des personnes en hémodialyse,Santé physique,3749228.0
depenses_par_activites,2016-2017,7400,Déplacement des usagers,Santé physique,230779421.0
depenses_par_activites,2016-2017,6430,Encadrement des ressources,Santé physique,2154748.49
depenses_par_activites,2016-2017,6770,Endoscopie,Santé physique,85940268.0
depenses_par_activites,2016-2017,6880,Ergothérapie,Santé physique,52215057.29
depenses_par_activites,2016-2017,7161,Ergothérapie à domicile,Santé physique,7229589.64
depenses_par_activites,2016-2017,5950,Formation donnée par le personnel infirmier,Santé physique,18460090.71
depenses_par_activites,2016-2017,7152,Gestion et soutien aux autres programmes,Santé physique,52703062.56
depenses_par_activites,2016-2017,7158,Gestion et soutien aux programmes (hors territoire),Santé physique,7954664.8
depenses_par_activites,2016-2017,7151,Gestion et soutien des services à domicile,Santé physique,7378768.89
depenses_par_activites,2016-2017,6609,Génétique médicale,Santé physique,19585137.0
depenses_par_activites,2016-2017,6794,Hémodialyse hors de l'unité de dialyse,Santé physique,2451559.0
depenses_par_activites,2016-2017,6792,Hémodialyse semi-autonome en unité de dialyse,Santé physique,11461165.0
depenses_par_activites,2016-2017,6791,Hémodialyse traditionnelle en unité de dialyse,Santé physique,130819577.0
depenses_par_activites,2016-2017,6793,Hémodialyse à domicile,Santé physique,3267267.0
depenses_par_activites,2016-2017,6750,Hémodynamie et électrophysiologie interventionnelle,Santé physique,148939774.0
depenses_par_activites,2016-2017,6180,Hôtellerie hospitalière,Santé physique,2167507.0
depenses_par_activites,2016-2017,6352,Inhalothérapie - Autres,Santé physique,140425938.0
depenses_par_activites,2016-2017,6351,Inhalothérapie à domicile,Santé physique,14028776.77
depenses_par_activites,2016-2017,6946,Internat - Déficience physique,Santé physique,342486.0
depenses_par_activites,2016-2017,7090,L'unité de médecine de jour,Santé physique,119759271.0
depenses_par_activites,2016-2017,6240,L'urgence,Santé physique,609851947.58
depenses_par_activites,2016-2017,6607,Laboratoires regroupés,Santé physique,436755429.0
depenses_par_activites,2016-2017,6837,Lithotripsie,Santé physique,173578.0
depenses_par_activites,2016-2017,6833,Mammographie,Santé physique,14188437.0
depenses_par_activites,2016-2017,6051,Médecine,Santé physique,421072379.67
depenses_par_activites,2016-2017,6056,Médecine et chirurgie (non répartie),Santé physique,663979799.22
depenses_par_activites,2016-2017,6780,Médecine nucléaire et TEP,Santé physique,81332819.0
depenses_par_activites,2016-2017,6838,Neuro-Angio-Radiologie,Santé physique,11475587.0
depenses_par_activites,2016-2017,7112,Nutrition - Autres,Santé physique,5283435.07
depenses_par_activites,2016-2017,7553,Nutrition clinique,Santé physique,65494085.0
depenses_par_activites,2016-2017,6250,Nutrition parentérale totale à domicile,Santé physique,6286181.0
depenses_par_activites,2016-2017,7111,Nutrition à domicile,Santé physique,2499568.2
depenses_par_activites,2016-2017,6862,Orthophonie,Santé physique,17830929.78
depenses_par_activites,2016-2017,6865,Orthophonie pour enfants en CLSC,Santé physique,11349029.0
depenses_par_activites,2016-2017,6803,Pharmacie - Usagers externes en CH,Santé physique,429285238.58
depenses_par_activites,2016-2017,6804,Pharmacie - Usagers hospitalisés,Santé physique,386894534.59
depenses_par_activites,2016-2017,6805,Pharmacie - usagers hébergés,Santé physique,1841859.95
depenses_par_activites,2016-2017,6806,Pharmacie en CLSC,Santé physique,6318120.0
depenses_par_activites,2016-2017,6610,Physiologie repiratoire,Santé physique,22673921.0
depenses_par_activites,2016-2017,6870,Physiothérapie,Santé physique,115806661.77
depenses_par_activites,2016-2017,7162,Physiothérapie à domicile,Santé physique,2477584.22
depenses_par_activites,2016-2017,6303,Planification familiale,Santé physique,4439360.0
depenses_par_activites,2016-2017,7163,Prêt d'équipement aux usagers des services à domicile,Santé physique,396254.87
depenses_par_activites,2016-2017,6564,Psychologie,Santé physique,18566309.04
depenses_par_activites,2016-2017,6055,Pédiatrie,Santé physique,81570918.0
depenses_par_activites,2016-2017,6840,Radio-oncologie,Santé physique,84615934.0
depenses_par_activites,2016-2017,6831,Radiologie générale,Santé physique,111796614.0
depenses_par_activites,2016-2017,5512,Ressources intermédiaires - Santé physique,Santé physique,938405.0
depenses_par_activites,2016-2017,8020,Réadaptation pour adultes - Déficience motrice,Santé physique,2071098.17
depenses_par_activites,2016-2017,6900,Réinsertion et intégration sociales (santé physique),Santé physique,1236241.0
depenses_par_activites,2016-2017,5532,Résidences d'accueil - Santé physique,Santé physique,61125.0
depenses_par_activites,2016-2017,6835,Résonance magnétique,Santé physique,33822104.0
depenses_par_activites,2016-2017,6390,Service de soins spirituels,Santé physique,12180808.56
depenses_par_activites,2016-2017,7060,Services d'oncologie et d'hémathologie,Santé physique,95216819.0
depenses_par_activites,2016-2017,6307,Services de santé courants,Santé physique,78240731.87
depenses_par_activites,2016-2017,6550,Services dentaires curatifs,Santé physique,9464927.0
depenses_par_activites,2016-2017,6561,Services psychosociaux à domicile,Santé physique,9608518.78
depenses_par_activites,2016-2017,6565,Services sociaux,Santé physique,65711842.23
depenses_par_activites,2016-2017,6080,Soins infirmiers et d'assistance en unité de réadaptation fonctionnelle intensive,Santé physique,34618400.71
depenses_par_activites,2016-2017,6171,Soins infirmiers spécialisés à domicile (santé physique),Santé physique,11746444.0
depenses_par_activites,2016-2017,6173,Soins infirmiers à domicile réguliers (non répartis),Santé physique,52369898.76
depenses_par_activites,2016-2017,6053,Soins intensifs,Santé physique,401627052.0
depenses_par_activites,2016-2017,6200,Soins spécialisés aux nouveau-nés (néonatologie),Santé physique,98706912.0
depenses_par_activites,2016-2017,5552,Suivi professionnel des usagers en RI - RTF - Santé physique,Santé physique,493593.0
depenses_par_activites,2016-2017,6839,Support à l'imagerie médicale,Santé physique,104670120.0
depenses_par_activites,2016-2017,6620,Sécurité tranfusionnelle et produits sanguins,Santé physique,408100528.0
depenses_par_activites,2016-2017,6834,Tomodensitométrie,Santé physique,53820572.0
depenses_par_activites,2016-2017,7690,Transport externe des usagers,Santé physique,2703141.91
